"Subj","List","BLOCK","TRIAL","ITEM","ItemType","Cond","TargetCatNum","TargetCat","PicID","DistCatNum","DistCat","Dist","DistLC","DistList","DistSet","TargetAnswer","Response","Accuracy","RT"
"44",2,9,254,15,"Exp","SemRelG",4,"musical instruments","harpSRG.png",4,"musical instruments","Gitarre","Fam",0,0,"Harfe","Harfe",1,601
"44",2,9,260,28,"Exp","SemUnRelG",1,"animals","goatSUG.png",10,"clothes","Mantel","Fam",0,0,"Ziege","Ziege",1,546
"44",2,9,262,107,"Exp","Baseline",11,"tableware","jugBAS.png",0,"0","Tohm","Untrained",0,0,"Krug","Krug",1,816
"44",2,9,264,38,"Exp","SemUnRelG",3,"vegetables","broccoliSUG.png",1,"animals","Pferd","Fam",0,0,"Brokkoli","Brokkoli",1,520
"44",2,9,270,26,"Exp","SemUnRelG",1,"animals","giraffeSUG.png",11,"tableware","Tasse","Fam",0,0,"Giraffe","Giraffe",1,568
"44",2,10,275,10,"Exp","SemRelG",11,"tableware","spoonSRG.png",11,"tableware","Tasse","Fam",0,0,"Löffel","Löffel",1,562
"44",2,10,284,102,"Exp","Baseline",8,"human head","moustacheBAS.png",0,"0","Laht","Untrained",0,0,"Schnurrbart","Schnurrbart",1,772
"44",2,10,286,41,"Exp","SemUnRelG",6,"furniture","shelvesSUG.png",1,"animals","Kuh","Fam",0,0,"Regal","Regal",1,599
"44",2,10,288,120,"Exp","Baseline",15,"plants","ivyBAS.png",0,"0","Funne","Untrained",0,0,"Efeu","Efeu",1,677
"44",2,10,294,47,"Exp","SemUnRelG",14,"electronic devices","radioSUG.png",8,"human head","Mund","Fam",0,0,"Radio","Radio",1,565
"44",2,10,297,118,"Exp","Baseline",13,"insects","spiderBAS.png",0,"0","Riel","Untrained",0,0,"Spinne","Spinne",1,452
"45",4,1,6,13,"Exp","SemRelG",1,"animals","wolfSRG.png",1,"animals","Kuh","Fam",0,0,"Wolf","Wolf",1,643
"45",4,1,8,43,"Exp","SemUnRelG",8,"human head","chinSUG.png",9,"drinks","Kaffee","Fam",0,0,"Kinn","Kinn",1,832
"45",4,1,12,116,"Exp","Baseline",10,"clothes","sockBAS.png",0,"0","Schnist","Untrained",0,0,"Socke","Socke",1,848
"45",4,1,13,27,"Exp","SemUnRelG",6,"furniture","stoolSUG.png",15,"plants","Blume","Fam",0,0,"Hocker","Hocker",1,874
"45",4,1,16,113,"Exp","Baseline",5,"fruit","peachBAS.png",0,"0","Lüfze","Untrained",0,0,"Pfirsich","Pfirsich",1,892
"45",4,1,17,37,"Exp","SemUnRelG",1,"animals","wolfSUG.png",6,"furniture","Stuhl","Fam",0,0,"Wolf","Wolf",1,722
"45",4,1,20,118,"Exp","Baseline",12,"shapes","triangleBAS.png",0,"0","Nörre","Untrained",0,0,"Dreieck","Dreieck",1,1094
"45",4,1,21,39,"Exp","SemUnRelG",3,"vegetables","pumpkinSUG.png",6,"furniture","Schrank","Fam",0,0,"Kürbis","Kürbis",1,890
"45",4,1,25,102,"Exp","Baseline",9,"drinks","wineBAS.png",0,"0","Lirst","Untrained",0,0,"Wein","Wein",1,633
"45",4,1,30,20,"Exp","SemRelG",10,"clothes","sockSRG.png",10,"clothes","Kleid","Fam",0,0,"Socke","Socke",1,782
"45",4,2,34,119,"Exp","Baseline",14,"electronic devices","telephoneBAS.png",0,"0","Pfenk","Untrained",0,0,"Telefon","Telefon",1,803
"45",4,2,35,31,"Exp","SemUnRelG",9,"drinks","cocktailSUG.png",14,"electronic devices","Kamera","Fam",0,0,"Cocktail","Cocktail",1,730
"45",4,2,40,28,"Exp","SemUnRelG",6,"furniture","couchSUG.png",3,"vegetables","Gurke","Fam",0,0,"Sofa","Sofa",1,882
"45",4,2,42,18,"Exp","SemRelG",7,"transportation","planeSRG.png",7,"transportation","Zug","Fam",0,0,"Flugzeug","Flugzeug",1,730
"45",4,2,50,26,"Exp","SemUnRelG",6,"furniture","shelvesSUG.png",1,"animals","Kuh","Fam",0,0,"Regal","Regal",1,858
"45",4,2,53,109,"Exp","Baseline",1,"animals","wolfBAS.png",0,"0","Wark","Untrained",0,0,"Wolf","Wolf",1,612
"45",4,3,74,14,"Exp","SemRelG",2,"tools","hexkeySRG.png",2,"tools","Zange","Fam",0,0,"Inbusschlüssel","Inbusschlüssel",1,950
"45",4,3,82,17,"Exp","SemRelG",5,"fruit","peachSRG.png",5,"fruit","Orange","Fam",0,0,"Pfirsich","Pfirsich",1,868
"45",4,3,85,40,"Exp","SemUnRelG",4,"musical instruments","saxophoneSUG.png",13,"insects","Schmetterling","Fam",0,0,"Saxophon","Saxophon",1,1291
"45",4,4,91,99,"Exp","Baseline",6,"furniture","stoolBAS.png",0,"0","Anster","Untrained",0,0,"Hocker","Hocker",1,845
"45",4,4,92,41,"Exp","SemUnRelG",5,"fruit","peachSUG.png",6,"furniture","Tisch","Fam",0,0,"Pfirsich","Pfirsich",1,724
"45",4,4,96,34,"Exp","SemUnRelG",13,"insects","spiderSUG.png",11,"tableware","Schüssel","Fam",0,0,"Spinne","Spinne",1,738
"45",4,4,100,38,"Exp","SemUnRelG",2,"tools","hexkeySUG.png",9,"drinks","Tee","Fam",0,0,"Inbusschlüssel","Inbusschlüssel",1,777
"45",4,4,106,111,"Exp","Baseline",3,"vegetables","pumpkinBAS.png",0,"0","Gipke","Untrained",0,0,"Kürbis","Kürbis",1,711
"45",4,4,119,107,"Exp","Baseline",13,"insects","antBAS.png",0,"0","Fatsch","Untrained",0,0,"Ameise","Ameise",1,766
"45",4,5,127,120,"Exp","Baseline",15,"plants","bambooBAS.png",0,"0","Borp","Untrained",0,0,"Bambus","Bambus",1,853
"45",4,5,128,25,"Exp","SemUnRelG",6,"furniture","dresserSUG.png",5,"fruit","Orange","Fam",0,0,"Kommode","Kommode",1,1049
"45",4,5,131,21,"Exp","SemRelG",11,"tableware","jugSRG.png",11,"tableware","Schüssel","Fam",0,0,"Krug","Krug",1,706
"45",4,5,137,114,"Exp","Baseline",7,"transportation","planeBAS.png",0,"0","Nipst","Untrained",0,0,"Flugzeug","Flugzeug",1,785
"45",4,5,138,1,"Exp","SemRelG",6,"furniture","dresserSRG.png",6,"furniture","Tisch","Fam",0,0,"Kommode","Kommode",1,874
"45",4,5,140,33,"Exp","SemUnRelG",13,"insects","locustSUG.png",4,"musical instruments","Klavier","Fam",0,0,"Heuschrecke","Heuschrecke",1,690
"45",4,5,142,6,"Exp","SemRelG",9,"drinks","wineSRG.png",9,"drinks","Kaffee","Fam",0,0,"Wein","Wein",1,717
"45",4,5,148,45,"Exp","SemUnRelG",11,"tableware","jugSUG.png",13,"insects","Fliege","Fam",0,0,"Krug","Krug",1,659
"45",4,5,150,108,"Exp","Baseline",13,"insects","bumblebeeBAS.png",0,"0","Schrieg","Untrained",0,0,"Hummel","Hummel",1,710
"45",4,6,153,3,"Exp","SemRelG",6,"furniture","stoolSRG.png",6,"furniture","Bett","Fam",0,0,"Hocker","Hocker",1,824
"45",4,6,157,46,"Exp","SemUnRelG",12,"shapes","triangleSUG.png",13,"insects","Libelle","Fam",0,0,"Dreieck","Dreieck",1,816
"45",4,6,161,44,"Exp","SemUnRelG",10,"clothes","sockSUG.png",9,"drinks","Milch","Fam",0,0,"Socke","Socke",1,672
"45",4,6,166,100,"Exp","Baseline",6,"furniture","couchBAS.png",0,"0","Nipst","Untrained",0,0,"Sofa","Sofa",1,814
"45",4,6,172,22,"Exp","SemRelG",12,"shapes","triangleSRG.png",12,"shapes","Kreis","Fam",0,0,"Dreieck","Dreieck",1,1084
"45",4,6,177,48,"Exp","SemUnRelG",15,"plants","bambooSUG.png",6,"furniture","Bett","Fam",0,0,"Bambus","Bambus",1,816
"45",4,7,185,30,"Exp","SemUnRelG",9,"drinks","wineSUG.png",8,"human head","Nase","Fam",0,0,"Wein","Wein",1,709
"45",4,7,196,7,"Exp","SemRelG",9,"drinks","cocktailSRG.png",9,"drinks","Wasser","Fam",0,0,"Cocktail","Cocktail",1,848
"45",4,7,198,105,"Exp","Baseline",13,"insects","locustBAS.png",0,"0","Koss","Untrained",0,0,"Heuschrecke","Heuschrecke",1,811
"45",4,7,201,47,"Exp","SemUnRelG",14,"electronic devices","telephoneSUG.png",9,"drinks","Wasser","Fam",0,0,"Telefon","Telefon",1,638
"45",4,7,207,104,"Exp","Baseline",9,"drinks","juiceBAS.png",0,"0","Grölf","Untrained",0,0,"Saft","Saft",1,874
"45",4,7,208,12,"Exp","SemRelG",13,"insects","bumblebeeSRG.png",13,"insects","Käfer","Fam",0,0,"Hummel","Hummel",1,719
"45",4,8,220,32,"Exp","SemUnRelG",9,"drinks","juiceSUG.png",7,"transportation","Zug","Fam",0,0,"Saft","Saft",1,743
"45",4,8,222,23,"Exp","SemRelG",14,"electronic devices","telephoneSRG.png",14,"electronic devices","Kamera","Fam",0,0,"Telefon","Telefon",1,622
"45",4,8,226,11,"Exp","SemRelG",13,"insects","antSRG.png",13,"insects","Libelle","Fam",0,0,"Ameise","Ameise",1,866
"45",4,8,230,5,"Exp","SemRelG",9,"drinks","beerSRG.png",9,"drinks","Tee","Fam",0,0,"Bier","Bier",1,840
"45",4,8,234,19,"Exp","SemRelG",8,"human head","chinSRG.png",8,"human head","Nase","Fam",0,0,"Kinn","Kinn",1,989
"45",4,8,235,110,"Exp","Baseline",2,"tools","hexkeyBAS.png",0,"0","Braktel","Untrained",0,0,"Inbusschlüssel","Inbusschlüssel",1,787
"45",4,8,239,106,"Exp","Baseline",13,"insects","spiderBAS.png",0,"0","Riel","Untrained",0,0,"Spinne","Spinne",1,622
"45",4,9,251,101,"Exp","Baseline",9,"drinks","beerBAS.png",0,"0","Tirk","Untrained",0,0,"Bier","Bier",1,703
"45",4,9,257,36,"Exp","SemUnRelG",13,"insects","bumblebeeSUG.png",10,"clothes","Kleid","Fam",0,0,"Hummel","Hummel",1,672
"45",4,9,258,16,"Exp","SemRelG",4,"musical instruments","saxophoneSRG.png",4,"musical instruments","Klavier","Fam",0,0,"Saxophon","Saxophon",1,808
"45",4,9,259,97,"Exp","Baseline",6,"furniture","dresserBAS.png",0,"0","Ziftel","Untrained",0,0,"Kommode","Kommode",1,850
"45",4,9,263,117,"Exp","Baseline",11,"tableware","jugBAS.png",0,"0","Limster","Untrained",0,0,"Krug","Krug",1,803
"45",4,9,266,15,"Exp","SemRelG",3,"vegetables","pumpkinSRG.png",3,"vegetables","Gurke","Fam",0,0,"Kürbis","Kürbis",1,722
"45",4,9,267,103,"Exp","Baseline",9,"drinks","cocktailBAS.png",0,"0","Schomkel","Untrained",0,0,"Cocktail","Cocktail",1,916
"45",4,9,270,24,"Exp","SemRelG",15,"plants","bambooSRG.png",15,"plants","Blume","Fam",0,0,"Bambus","Bambus",1,761
"45",4,10,271,35,"Exp","SemUnRelG",13,"insects","antSUG.png",12,"shapes","Kreis","Fam",0,0,"Ameise","Ameise",1,669
"45",4,10,273,98,"Exp","Baseline",6,"furniture","shelvesBAS.png",0,"0","Rilmung","Untrained",0,0,"Regal","Regal",1,895
"45",4,10,277,8,"Exp","SemRelG",9,"drinks","juiceSRG.png",9,"drinks","Milch","Fam",0,0,"Saft","Saft",1,882
"45",4,10,278,115,"Exp","Baseline",8,"human head","chinBAS.png",0,"0","Jaste","Untrained",0,0,"Kinn","Kinn",1,751
"45",4,10,279,42,"Exp","SemUnRelG",7,"transportation","planeSUG.png",13,"insects","Käfer","Fam",0,0,"Flugzeug","Flugzeug",1,680
"45",4,10,281,10,"Exp","SemRelG",13,"insects","spiderSRG.png",13,"insects","Fliege","Fam",0,0,"Spinne","Spinne",1,662
"45",4,10,285,2,"Exp","SemRelG",6,"furniture","shelvesSRG.png",6,"furniture","Stuhl","Fam",0,0,"Regal","Regal",1,858
"45",4,10,287,29,"Exp","SemUnRelG",9,"drinks","beerSUG.png",2,"tools","Zange","Fam",0,0,"Bier","Bier",1,690
"45",4,10,290,112,"Exp","Baseline",4,"musical instruments","saxophoneBAS.png",0,"0","Batte","Untrained",0,0,"Saxophon","Saxophon",1,782
"45",4,10,291,9,"Exp","SemRelG",13,"insects","locustSRG.png",13,"insects","Schmetterling","Fam",0,0,"Heuschrecke","Heuschrecke",1,890
"45",4,10,295,4,"Exp","SemRelG",6,"furniture","couchSRG.png",6,"furniture","Schrank","Fam",0,0,"Sofa","Sofa",1,787
"46",3,1,1,10,"Exp","SemRelG",15,"plants","ivySRG.png",15,"plants","Kaktus","Fam",0,0,"Efeu","Efeu",1,908
"46",3,1,3,115,"Exp","Baseline",7,"transportation","bicycleBAS.png",0,"0","Belsk","Untrained",0,0,"Fahrrad","Fahrrad",1,834
"46",3,1,5,26,"Exp","SemUnRelG",12,"shapes","rectangleSUG.png",1,"animals","Hund","Fam",0,0,"Rechteck","Rechteck",1,1323
"46",3,1,7,118,"Exp","Baseline",10,"clothes","shirtBAS.png",0,"0","Kritte","Untrained",0,0,"Hemd","Hemd",1,770
"46",3,1,11,12,"Exp","SemRelG",15,"plants","fernSRG.png",15,"plants","Moos","Fam",0,0,"Farn","Farn",1,1182
"46",3,1,16,3,"Exp","SemRelG",12,"shapes","triangleSRG.png",12,"shapes","Kreis","Fam",0,0,"Dreieck","Recht...Dreieck",0,1307
"46",3,1,21,108,"Exp","Baseline",15,"plants","fernBAS.png",0,"0","Krutt","Untrained",0,0,"Farn","Farn",1,1063
"46",3,1,24,20,"Exp","SemRelG",8,"human head","moustacheSRG.png",8,"human head","Mund","Fam",0,0,"Schnurrbart","Schnurrbart",1,845
"46",3,1,27,114,"Exp","Baseline",6,"furniture","stoolBAS.png",0,"0","Anster","Untrained",0,0,"Hocker","Hocker",1,704
"46",3,1,30,27,"Exp","SemUnRelG",12,"shapes","triangleSUG.png",13,"insects","Libelle","Fam",0,0,"Dreieck","Dreieck",1,763
"46",3,2,35,35,"Exp","SemUnRelG",15,"plants","bambooSUG.png",6,"furniture","Bett","Fam",0,0,"Bambus","Bambus",1,626
"46",3,2,41,24,"Exp","SemRelG",13,"insects","antSRG.png",13,"insects","Libelle","Fam",0,0,"Ameise","Ameise",1,853
"46",3,2,45,9,"Exp","SemRelG",15,"plants","grassSRG.png",15,"plants","Baum","Fam",0,0,"Grass","Gras",1,872
"46",3,2,49,30,"Exp","SemUnRelG",14,"electronic devices","radioSUG.png",8,"human head","Mund","Fam",0,0,"Radio","Radio",1,662
"46",3,2,53,119,"Exp","Baseline",11,"tableware","spoonBAS.png",0,"0","Dulp","Untrained",0,0,"Löffel","Löffel",1,657
"46",3,2,55,34,"Exp","SemUnRelG",15,"plants","ivySUG.png",12,"shapes","Stern","Fam",0,0,"Efeu","Efeu",1,784
"46",3,2,59,37,"Exp","SemUnRelG",1,"animals","giraffeSUG.png",11,"tableware","Tasse","Fam",0,0,"Giraffe","Giraffe",1,646
"46",3,3,68,42,"Exp","SemUnRelG",6,"furniture","stoolSUG.png",15,"plants","Blume","Fam",0,0,"Hocker","Hocker",1,602
"46",3,3,72,38,"Exp","SemUnRelG",2,"tools","drillSUG.png",12,"shapes","Diamant","Fam",0,0,"Bohrmaschine","Bohrmaschine",1,676
"46",3,3,78,18,"Exp","SemRelG",6,"furniture","stoolSRG.png",6,"furniture","Bett","Fam",0,0,"Hocker","Hocker",1,651
"46",3,3,79,120,"Exp","Baseline",13,"insects","antBAS.png",0,"0","Fatsch","Untrained",0,0,"Ameise","Ameise",1,648
"46",3,3,83,15,"Exp","SemRelG",3,"vegetables","paprikaSRG.png",3,"vegetables","Kartoffel","Fam",0,0,"Paprika","Paprika",1,618
"46",3,4,92,32,"Exp","SemUnRelG",14,"electronic devices","laptopSUG.png",3,"vegetables","Kartoffel","Fam",0,0,"Laptop","Laptop",1,731
"46",3,4,101,19,"Exp","SemRelG",7,"transportation","bicycleSRG.png",7,"transportation","Schiff","Fam",0,0,"Fahrrad","Fahrrad",1,632
"46",3,4,105,7,"Exp","SemRelG",14,"electronic devices","telephoneSRG.png",14,"electronic devices","Kamera","Fam",0,0,"Telefon","Telefon",1,823
"46",3,4,106,110,"Exp","Baseline",2,"tools","drillBAS.png",0,"0","Tuspe","Untrained",0,0,"Bohrmaschine","Bohrmaschine",1,588
"46",3,4,110,47,"Exp","SemUnRelG",11,"tableware","spoonSUG.png",15,"plants","Kaktus","Fam",0,0,"Löffel","Löffel",1,635
"46",3,5,121,113,"Exp","Baseline",5,"fruit","pineappleBAS.png",0,"0","Gelsch","Untrained",0,0,"Ananas","Ananas",1,684
"46",3,5,123,40,"Exp","SemUnRelG",4,"musical instruments","fluteSUG.png",15,"plants","Baum","Fam",0,0,"Flöte","Flöte",1,671
"46",3,5,126,1,"Exp","SemRelG",12,"shapes","ovalSRG.png",12,"shapes","Diamant","Fam",0,0,"Oval","Oval",1,635
"46",3,5,130,109,"Exp","Baseline",1,"animals","giraffeBAS.png",0,"0","Flimsch","Untrained",0,0,"Giraffe","Giraffe",1,629
"46",3,5,135,44,"Exp","SemUnRelG",8,"human head","moustacheSUG.png",14,"electronic devices","Computer","Fam",0,0,"Schnurrbart","Schnurrbart",1,607
"46",3,5,137,5,"Exp","SemRelG",14,"electronic devices","tvSRG.png",14,"electronic devices","Handy","Fam",0,0,"Fernseher","Te...Fe...",0,1127
"46",3,5,139,43,"Exp","SemUnRelG",7,"transportation","bicycleSUG.png",15,"plants","Moos","Fam",0,0,"Fahrrad","Fahrrad",1,737
"46",3,5,147,25,"Exp","SemUnRelG",12,"shapes","ovalSUG.png",4,"musical instruments","Geige","Fam",0,0,"Oval","Oval",1,637
"46",3,5,149,11,"Exp","SemRelG",15,"plants","bambooSRG.png",15,"plants","Blume","Fam",0,0,"Bambus","Bambus",1,668
"46",3,6,156,102,"Exp","Baseline",14,"electronic devices","radioBAS.png",0,"0","Plümme","Untrained",0,0,"Radio","Radio",1,748
"46",3,6,166,48,"Exp","SemUnRelG",13,"insects","antSUG.png",12,"shapes","Kreis","Fam",0,0,"Ameise","Ameise",1,496
"46",3,6,167,16,"Exp","SemRelG",4,"musical instruments","fluteSRG.png",4,"musical instruments","Geige","Fam",0,0,"Flöte","Flöte",1,607
"46",3,6,168,104,"Exp","Baseline",14,"electronic devices","laptopBAS.png",0,"0","Nelft","Untrained",0,0,"Laptop","Laptop",1,682
"46",3,6,174,33,"Exp","SemUnRelG",15,"plants","grassSUG.png",2,"tools","Säge","Fam",0,0,"Grass","Gras",1,532
"46",3,6,176,98,"Exp","Baseline",12,"shapes","rectangleBAS.png",0,"0","Dichse","Untrained",0,0,"Rechteck","Rechteck",1,1119
"46",3,6,180,103,"Exp","Baseline",14,"electronic devices","telephoneBAS.png",0,"0","Pfenk","Untrained",0,0,"Telefon","Telefon",1,511
"46",3,7,184,14,"Exp","SemRelG",2,"tools","drillSRG.png",2,"tools","Säge","Fam",0,0,"Bohrmaschine","Bohrmaschine",1,648
"46",3,7,186,45,"Exp","SemUnRelG",9,"drinks","cocktailSUG.png",14,"electronic devices","Kamera","Fam",0,0,"Cocktail","Cocktail",1,884
"46",3,7,189,112,"Exp","Baseline",4,"musical instruments","fluteBAS.png",0,"0","Frattel","Untrained",0,0,"Flöte","Flöte",1,604
"46",3,7,193,99,"Exp","Baseline",12,"shapes","triangleBAS.png",0,"0","Nörre","Untrained",0,0,"Dreieck","Dreieck",1,607
"46",3,7,198,22,"Exp","SemRelG",10,"clothes","shirtSRG.png",10,"clothes","Rock","Fam",0,0,"Hemd","Jacke...Hemd",0,577
"46",3,7,204,2,"Exp","SemRelG",12,"shapes","rectangleSRG.png",12,"shapes","Stern","Fam",0,0,"Rechteck","Rechteck",1,889
"46",3,7,206,105,"Exp","Baseline",15,"plants","grassBAS.png",0,"0","Kimchel","Untrained",0,0,"Grass","Gras",1,507
"46",3,7,209,17,"Exp","SemRelG",5,"fruit","pineappleSRG.png",5,"fruit","Birne","Fam",0,0,"Ananas","Ananas",1,624
"46",3,8,215,39,"Exp","SemUnRelG",3,"vegetables","paprikaSUG.png",14,"electronic devices","Drucker","Fam",0,0,"Paprika","Paprika",1,601
"46",3,8,223,117,"Exp","Baseline",9,"drinks","cocktailBAS.png",0,"0","Lirst","Untrained",0,0,"Cocktail","Cocktail",1,673
"46",3,8,225,28,"Exp","SemUnRelG",12,"shapes","cubeSUG.png",7,"transportation","Schiff","Fam",0,0,"Würfel","Würfel",1,1102
"46",3,8,234,6,"Exp","SemRelG",14,"electronic devices","radioSRG.png",14,"electronic devices","Computer","Fam",0,0,"Radio","Radio",1,494
"46",3,8,236,97,"Exp","Baseline",12,"shapes","ovalBAS.png",0,"0","Trinter","Untrained",0,0,"Oval","Oval",1,668
"46",3,9,247,29,"Exp","SemUnRelG",14,"electronic devices","tvSUG.png",5,"fruit","Birne","Fam",0,0,"Fernseher","Fernseher",1,748
"46",3,9,248,116,"Exp","Baseline",8,"human head","moustacheBAS.png",0,"0","Laht","Untrained",0,0,"Schnurrbart","Schnurrbart",1,643
"46",3,9,254,107,"Exp","Baseline",15,"plants","bambooBAS.png",0,"0","Borp","Untrained",0,0,"Bambus","Bambus",1,552
"46",3,9,255,41,"Exp","SemUnRelG",5,"fruit","pineappleSUG.png",14,"electronic devices","Handy","Fam",0,0,"Ananas","Ananas",1,657
"46",3,9,259,111,"Exp","Baseline",3,"vegetables","paprikaBAS.png",0,"0","Kremster","Untrained",0,0,"Paprika","Paprika",1,646
"46",3,9,262,13,"Exp","SemRelG",1,"animals","giraffeSRG.png",1,"animals","Hund","Fam",0,0,"Giraffe","Giraffe",1,593
"46",3,9,265,46,"Exp","SemUnRelG",10,"clothes","shirtSUG.png",12,"shapes","Trapez","Fam",0,0,"Hemd","Hemd",1,676
"46",3,9,268,8,"Exp","SemRelG",14,"electronic devices","laptopSRG.png",14,"electronic devices","Drucker","Fam",0,0,"Laptop","Laptop",1,776
"46",3,9,269,100,"Exp","Baseline",12,"shapes","cubeBAS.png",0,"0","Struge","Untrained",0,0,"Würfel","Würfel",1,961
"46",3,10,279,31,"Exp","SemUnRelG",14,"electronic devices","telephoneSUG.png",9,"drinks","Wasser","Fam",0,0,"Telefon","Telefon",1,565
"46",3,10,280,4,"Exp","SemRelG",12,"shapes","cubeSRG.png",12,"shapes","Trapez","Fam",0,0,"Würfel","Würfel",1,682
"46",3,10,287,106,"Exp","Baseline",15,"plants","ivyBAS.png",0,"0","Funne","Untrained",0,0,"Efeu","Efeu",1,577
"46",3,10,288,23,"Exp","SemRelG",11,"tableware","spoonSRG.png",11,"tableware","Tasse","Fam",0,0,"Löffel","Löffel",1,662
"46",3,10,291,101,"Exp","Baseline",14,"electronic devices","tvBAS.png",0,"0","Gromst","Untrained",0,0,"Fernseher","Fernseher",1,651
"46",3,10,298,36,"Exp","SemUnRelG",15,"plants","fernSUG.png",10,"clothes","Rock","Fam",0,0,"Farn","E...Farn",0,704
"46",3,10,300,21,"Exp","SemRelG",9,"drinks","cocktailSRG.png",9,"drinks","Wasser","Fam",0,0,"Cocktail","Cocktail",1,759
"47",1,1,3,12,"Exp","SemRelG",5,"fruit","kiwiSRG.png",5,"fruit","Banane","Fam",0,0,"Kiwi","Kiwi",1,814
"47",1,1,4,102,"Exp","Baseline",4,"musical instruments","fluteBAS.png",0,"0","Frattel","Untrained",0,0,"Flöte","Flöte",1,1131
"47",1,1,7,39,"Exp","SemUnRelG",6,"furniture","dresserSUG.png",5,"fruit","Orange","Fam",0,0,"Kommode","Kommode",1,835
"47",1,1,9,13,"Exp","SemRelG",1,"animals","elephantSRG.png",1,"animals","Katze","Fam",0,0,"Elefant","Elefant",1,735
"47",1,1,15,29,"Exp","SemUnRelG",4,"musical instruments","harpSUG.png",1,"animals","Katze","Fam",0,0,"Harfe","Harfe",1,727
"47",1,1,19,36,"Exp","SemUnRelG",5,"fruit","kiwiSUG.png",10,"clothes","Hose","Fam",0,0,"Kiwi","Kiwi",1,672
"47",1,1,22,120,"Exp","Baseline",15,"plants","grassBAS.png",0,"0","Kimchel","Untrained",0,0,"Grass","Gras",1,1078
"47",1,1,23,40,"Exp","SemUnRelG",7,"transportation","boatSUG.png",5,"fruit","Banane","Fam",0,0,"Boot","Boot",1,824
"47",1,1,24,19,"Exp","SemRelG",10,"clothes","jacketSRG.png",10,"clothes","Hose","Fam",0,0,"Jacke","Jacke",1,630
"47",1,2,31,35,"Exp","SemUnRelG",5,"fruit","peachSUG.png",6,"furniture","Tisch","Fam",0,0,"Pfirsich","Pfirsich",1,1110
"47",1,2,32,14,"Exp","SemRelG",3,"vegetables","eggplantSRG.png",3,"vegetables","Zwiebel","Fam",0,0,"Aubergine","Aubergine",1,717
"47",1,2,35,101,"Exp","Baseline",4,"musical instruments","harpBAS.png",0,"0","Prönke","Untrained",0,0,"Harfe","Harfe",1,711
"47",1,2,43,99,"Exp","Baseline",2,"tools","hexkeyBAS.png",0,"0","Braktel","Untrained",0,0,"Inbusschlüssel","Inbusschlüssel",1,937
"47",1,2,45,7,"Exp","SemRelG",4,"musical instruments","saxophoneSRG.png",4,"musical instruments","Klavier","Fam",0,0,"Saxophon","Saxophon",1,1029
"47",1,2,51,11,"Exp","SemRelG",5,"fruit","peachSRG.png",5,"fruit","Orange","Fam",0,0,"Pfirsich","Pfirsich",1,861
"47",1,2,56,44,"Exp","SemUnRelG",11,"tableware","teapotSUG.png",4,"musical instruments","Gitarre","Fam",0,0,"Teekanne","Teekanne",1,1448
"47",1,2,60,38,"Exp","SemUnRelG",3,"vegetables","eggplantSUG.png",2,"tools","Axt","Fam",0,0,"Aubergine","Aubergine",1,727
"47",1,3,64,42,"Exp","SemUnRelG",9,"drinks","beerSUG.png",2,"tools","Zange","Fam",0,0,"Bier","Bier",1,1052
"47",1,3,65,97,"Exp","Baseline",2,"tools","screwdriverSUN.png",0,"0","Rosk","Untrained",0,0,"Schraubenzieher","Schraubenzieher",1,1222
"47",1,3,74,109,"Exp","Baseline",1,"animals","elephantBAS.png",0,"0","Korm","Untrained",0,0,"Elefant","Elefant",1,745
"47",1,3,77,46,"Exp","SemUnRelG",13,"insects","locustSUG.png",4,"musical instruments","Klavier","Fam",0,0,"Heuschrecke","Heuschrecke",1,795
"47",1,3,83,115,"Exp","Baseline",10,"clothes","jacketBAS.png",0,"0","Schnerp","Untrained",0,0,"Jacke","Jacke",1,769
"47",1,3,85,2,"Exp","SemRelG",2,"tools","drillSRG.png",2,"tools","Säge","Fam",0,0,"Bohrmaschine","Bohrmaschine",1,1406
"47",1,3,88,106,"Exp","Baseline",5,"fruit","pineappleBAS.png",0,"0","Gelsch","Untrained",0,0,"Ananas","Ananas",1,724
"47",1,4,95,28,"Exp","SemUnRelG",2,"tools","wrenchSUG.png",3,"vegetables","Zwiebel","Fam",0,0,"Schraubenschlüssel","Schraubenschlüssel",1,1810
"47",1,4,97,104,"Exp","Baseline",4,"musical instruments","tromboneBAS.png",0,"0","Nipter","Untrained",0,0,"Posaune","Posaune",1,821
"47",1,4,101,48,"Exp","SemUnRelG",15,"plants","grassSUG.png",2,"tools","Säge","Fam",0,0,"Grass","Gras",1,1036
"47",1,4,107,5,"Exp","SemRelG",4,"musical instruments","harpSRG.png",4,"musical instruments","Gitarre","Fam",0,0,"Harfe","Harfe",1,698
"47",1,4,110,37,"Exp","SemUnRelG",1,"animals","elephantSUG.png",2,"tools","Hammer","Fam",0,0,"Elefant","Elefant",1,656
"47",1,4,111,18,"Exp","SemRelG",9,"drinks","beerSRG.png",9,"drinks","Tee","Fam",0,0,"Bier","Bier",1,759
"47",1,4,117,17,"Exp","SemRelG",8,"human head","beardSRG.png",8,"human head","Auge","Fam",0,0,"Bart","Bart",1,981
"47",1,5,127,9,"Exp","SemRelG",5,"fruit","watermelonSRG.png",5,"fruit","Apfel","Fam",0,0,"Wassermelone","Wassermelone",1,722
